file_name,trackName,Key,Bpm
spotify-track-3JmRkVoC6pnrqS3s0QLK6d_other_looped_segment.wav,spotify-track-3JmRkVoC6pnrqS3s0QLK6d,Dbm,123.0
spotify-track-3bkDSTJGKyoQXtzTnOeJ95_other_looped_segment.wav,spotify-track-3bkDSTJGKyoQXtzTnOeJ95,Bbm,124.0
spotify-track-13efqCseoJVK1wrTE1jXpZ_drums_looped_segment.wav,spotify-track-13efqCseoJVK1wrTE1jXpZ,Am,122.51
spotify-track-2QPTbONRKX81XKo3DYMUvV_bass_looped_segment.wav,spotify-track-2QPTbONRKX81XKo3DYMUvV,Ebm,123.0
spotify-track-7ku9ctunOcfqWP6z04QTRY_bass_looped_segment.wav,spotify-track-7ku9ctunOcfqWP6z04QTRY,Cm,122.0
spotify-track-4CsfJ08LrQ6pSVB3v8BtVW_drums_looped_segment.wav,spotify-track-4CsfJ08LrQ6pSVB3v8BtVW,Dbm,120.0
spotify-track-46zGiIUyl6V2SWA0dUM9F5_drums_looped_segment.wav,spotify-track-46zGiIUyl6V2SWA0dUM9F5,F,124.0
spotify-track-3Iq3oYSc1sDlerHlMDxkhk_bass_looped_segment.wav,spotify-track-3Iq3oYSc1sDlerHlMDxkhk,Am,124.0
spotify-track-6sCe9LqNQCARV6w0qBNXc0_drums_looped_segment.wav,spotify-track-6sCe9LqNQCARV6w0qBNXc0,Eb,123.0
spotify-track-1CIjlEmXEK1EG5pM0TpFy5_other_looped_segment.wav,spotify-track-1CIjlEmXEK1EG5pM0TpFy5,Dm,120.0
spotify-track-5Z4G2I2ucNmbenFLnVMSs4_bass_looped_segment.wav,spotify-track-5Z4G2I2ucNmbenFLnVMSs4,Eb,123.08
spotify-track-4XLZI7uVrBQwYnmhA3TFqw_looped_segment.wav,spotify-track-4XLZI7uVrBQwYnmhA3TFqw,Dbm,123.0
spotify-track-1cnbbZjKUh83Ktmiv5Lb7A_vocals_looped_segment.wav,spotify-track-1cnbbZjKUh83Ktmiv5Lb7A,Bm,124.0
spotify-track-3DX3wacGSuaG89yJLHPb8s_drums_looped_segment.wav,spotify-track-3DX3wacGSuaG89yJLHPb8s,Gm,123.0
spotify-track-4lAGIM7txtIOKtzB0RKJ93_drums_looped_segment.wav,spotify-track-4lAGIM7txtIOKtzB0RKJ93,Cm,124.0
spotify-track-75PvcPYnSTkYHKD3ROxPmk_drums_looped_segment.wav,spotify-track-75PvcPYnSTkYHKD3ROxPmk,Ebm,124.0
spotify-track-0GSRV5gMw6ocfFT0kR0Sxj_drums_looped_segment.wav,spotify-track-0GSRV5gMw6ocfFT0kR0Sxj,Bbm,124.0
spotify-track-5uE1l1zW3S6k0tJ2wRx0nk_other_looped_segment.wav,spotify-track-5uE1l1zW3S6k0tJ2wRx0nk,Am,122.0
spotify-track-3pWEQvQ99TVGmP3Ht7jQYL_bass_looped_segment.wav,spotify-track-3pWEQvQ99TVGmP3Ht7jQYL,Dbm,121.97
spotify-track-6fxivWKNIwsbHFaOxCAuGx_drums_looped_segment.wav,spotify-track-6fxivWKNIwsbHFaOxCAuGx,Am,122.0
spotify-track-7jz2rUUee7Hru7a5UydGOx_looped_segment.wav,spotify-track-7jz2rUUee7Hru7a5UydGOx,Cm,122.0
spotify-track-09wkyp6dMAo5JakEj49R0M_looped_segment.wav,spotify-track-09wkyp6dMAo5JakEj49R0M,Dbm,124.0
spotify-track-3uvfxpOixHqWdwpFfJb48F_other_looped_segment.wav,spotify-track-3uvfxpOixHqWdwpFfJb48F,Dbm,121.97
spotify-track-53n7uyQblhbINLVfH6jpJX_vocals_looped_segment.wav,spotify-track-53n7uyQblhbINLVfH6jpJX,D,122.0
spotify-track-4XLZI7uVrBQwYnmhA3TFqw_vocals_looped_segment.wav,spotify-track-4XLZI7uVrBQwYnmhA3TFqw,Dbm,123.0
spotify-track-6QVhYhzz9dUMK3Wg9wLDr2_vocals_looped_segment.wav,spotify-track-6QVhYhzz9dUMK3Wg9wLDr2,Dbm,121.97
spotify-track-0Nm1vdPi8gPDDDDf5H3rOg_bass_looped_segment.wav,spotify-track-0Nm1vdPi8gPDDDDf5H3rOg,Dbm,123.01
spotify-track-5kUxWpe43DVTzXW7HiXnre_bass_looped_segment.wav,spotify-track-5kUxWpe43DVTzXW7HiXnre,Gm,123.0
spotify-track-2c0On7JvmaenhkPMttzqyX_drums_looped_segment.wav,spotify-track-2c0On7JvmaenhkPMttzqyX,D,123.0
spotify-track-50TDIwy3EDsdFqhgOz2f2X_vocals_looped_segment.wav,spotify-track-50TDIwy3EDsdFqhgOz2f2X,Dm,122.0
spotify-track-1UY9Jt76dceb0gHH0CWJ9F_vocals_looped_segment.wav,spotify-track-1UY9Jt76dceb0gHH0CWJ9F,F#m,124.0
spotify-track-7cXIg7WgO4mPCU9IvXVHZL_vocals_looped_segment.wav,spotify-track-7cXIg7WgO4mPCU9IvXVHZL,Dbm,121.97
spotify-track-4LfbuWHSvSPbqF4BCkOSU3_other_looped_segment.wav,spotify-track-4LfbuWHSvSPbqF4BCkOSU3,Ebm,120.0
spotify-track-5EldMjzF67B7LfxBkudJ4s_vocals_looped_segment.wav,spotify-track-5EldMjzF67B7LfxBkudJ4s,Fm,124.0
spotify-track-5Bnb2RRvOXOwtjeKybLsvN_vocals_looped_segment.wav,spotify-track-5Bnb2RRvOXOwtjeKybLsvN,Bm,123.0
spotify-track-4lAGIM7txtIOKtzB0RKJ93_looped_segment.wav,spotify-track-4lAGIM7txtIOKtzB0RKJ93,Cm,124.0
spotify-track-4ovFdTpZpuXM6d8gE5RreH_looped_segment.wav,spotify-track-4ovFdTpZpuXM6d8gE5RreH,Dm,122.0
spotify-track-3WRkJ7hAYWcjLD0qvEXYoD_vocals_looped_segment.wav,spotify-track-3WRkJ7hAYWcjLD0qvEXYoD,F#m,124.0
spotify-track-6irg87ZXAFnNfSSyAN5RQM_drums_looped_segment.wav,spotify-track-6irg87ZXAFnNfSSyAN5RQM,Gm,124.0
spotify-track-4VxP2RQFKloBjm3N2KgbU4_looped_segment.wav,spotify-track-4VxP2RQFKloBjm3N2KgbU4,Cm,123.0
spotify-track-4ogJOit8BDfK2iHHSwsuxY_bass_looped_segment.wav,spotify-track-4ogJOit8BDfK2iHHSwsuxY,Bb,120.0
spotify-track-6n7bXOBucoX8BOQ8kFopov_bass_looped_segment.wav,spotify-track-6n7bXOBucoX8BOQ8kFopov,Dbm,121.97
spotify-track-3UsqJ90Ycc8f0qCn7oY4Nd_other_looped_segment.wav,spotify-track-3UsqJ90Ycc8f0qCn7oY4Nd,F#m,123.98
spotify-track-3pWEQvQ99TVGmP3Ht7jQYL_vocals_looped_segment.wav,spotify-track-3pWEQvQ99TVGmP3Ht7jQYL,Dbm,121.97
spotify-track-23ywsGQtEwNGz7DNhzY8wv_vocals_looped_segment.wav,spotify-track-23ywsGQtEwNGz7DNhzY8wv,Fm,124.0
spotify-track-407NaTzgUKsWstT6EXp4k7_vocals_looped_segment.wav,spotify-track-407NaTzgUKsWstT6EXp4k7,Ebm,122.0
spotify-track-6DeOze7zv61sCgmjh9xZXV_bass_looped_segment.wav,spotify-track-6DeOze7zv61sCgmjh9xZXV,Bbm,124.0
spotify-track-6NWdopDT2v5Z3PUHCLy1xz_vocals_looped_segment.wav,spotify-track-6NWdopDT2v5Z3PUHCLy1xz,Em,123.0
spotify-track-4KtQVsSRlfbq4dYOpdE6SB_other_looped_segment.wav,spotify-track-4KtQVsSRlfbq4dYOpdE6SB,Dm,123.0
spotify-track-2gKRGsFdQE9RspRp2xpEfI_other_looped_segment.wav,spotify-track-2gKRGsFdQE9RspRp2xpEfI,Ebm,121.96
spotify-track-2GaEPiwjVhSMrhX0zC5zJL_other_looped_segment.wav,spotify-track-2GaEPiwjVhSMrhX0zC5zJL,Dbm,122.16
spotify-track-0gQeq07uYFv0RsBP32vvp4_looped_segment.wav,spotify-track-0gQeq07uYFv0RsBP32vvp4,Am,122.0
spotify-track-4UwtgYX9wp4z9zLIfzVviV_looped_segment.wav,spotify-track-4UwtgYX9wp4z9zLIfzVviV,Cm,124.0
spotify-track-1LqpnDdVBpwyozS20VRxlA_vocals_looped_segment.wav,spotify-track-1LqpnDdVBpwyozS20VRxlA,Bbm,124.0
spotify-track-19Ie1uM72tawUPE7Hb4OSp_vocals_looped_segment.wav,spotify-track-19Ie1uM72tawUPE7Hb4OSp,Gm,124.0
spotify-track-7kjyhgSsWkrR7wsvBRkqpk_other_looped_segment.wav,spotify-track-7kjyhgSsWkrR7wsvBRkqpk,Bm,124.0
spotify-track-5MZxglooJcwtymNBW8By0a_vocals_looped_segment.wav,spotify-track-5MZxglooJcwtymNBW8By0a,D,120.0
spotify-track-5JnihXja6z0UOTvko3WyVC_vocals_looped_segment.wav,spotify-track-5JnihXja6z0UOTvko3WyVC,Am,122.0
spotify-track-2j3Zo1MKjsycYR4jgtbwwJ_looped_segment.wav,spotify-track-2j3Zo1MKjsycYR4jgtbwwJ,D,121.96
spotify-track-2KXLXUoc4IvnF53qDJH3L7_looped_segment.wav,spotify-track-2KXLXUoc4IvnF53qDJH3L7,Gm,123.99
spotify-track-4uvtA8xloyMuvAdKLSIkCd_other_looped_segment.wav,spotify-track-4uvtA8xloyMuvAdKLSIkCd,Bbm,121.0
spotify-track-4awcIr5OtcIVOBeuFn6eNx_bass_looped_segment.wav,spotify-track-4awcIr5OtcIVOBeuFn6eNx,Abm,122.0
spotify-track-06KX6gBqHcKvuC9grPGrJq_bass_looped_segment.wav,spotify-track-06KX6gBqHcKvuC9grPGrJq,Am,122.0
spotify-track-7MaeDTjnd8zh4Dx0XpZmUQ_other_looped_segment.wav,spotify-track-7MaeDTjnd8zh4Dx0XpZmUQ,Gm,122.0
spotify-track-5Bnb2RRvOXOwtjeKybLsvN_looped_segment.wav,spotify-track-5Bnb2RRvOXOwtjeKybLsvN,Bm,123.0
spotify-track-6pWspjFl1IMggzIT70M6fm_looped_segment.wav,spotify-track-6pWspjFl1IMggzIT70M6fm,Ebm,124.0
spotify-track-6bpbocouaPouYYZUtfkg8P_vocals_looped_segment.wav,spotify-track-6bpbocouaPouYYZUtfkg8P,Dbm,124.0
spotify-track-1EEF9v0GnEH7nFpF1ywCSQ_drums_looped_segment.wav,spotify-track-1EEF9v0GnEH7nFpF1ywCSQ,Eb,123.0
spotify-track-7ngGlG23fr7RUgoQ8XNsFU_bass_looped_segment.wav,spotify-track-7ngGlG23fr7RUgoQ8XNsFU,E,123.0
spotify-track-74ZXYbyv0wv2HVrILWQ9EH_vocals_looped_segment.wav,spotify-track-74ZXYbyv0wv2HVrILWQ9EH,Am,121.0
spotify-track-6qccBseVBB2fvTae2z1NZS_vocals_looped_segment.wav,spotify-track-6qccBseVBB2fvTae2z1NZS,Dbm,120.0
spotify-track-6el9mhSfbsRuQiXlP0fYmU_drums_looped_segment.wav,spotify-track-6el9mhSfbsRuQiXlP0fYmU,Dm,121.96
spotify-track-7FN2DD0MiiXoadvyMmsyX7_other_looped_segment.wav,spotify-track-7FN2DD0MiiXoadvyMmsyX7,Am,124.0
spotify-track-2Bp8R0qwm0JmUU9ABpQ6hM_vocals_looped_segment.wav,spotify-track-2Bp8R0qwm0JmUU9ABpQ6hM,Dm,124.0
spotify-track-39YcDRThUB5Zb19lgmfSap_bass_looped_segment.wav,spotify-track-39YcDRThUB5Zb19lgmfSap,Em,121.01
spotify-track-6l33R51Ta8SZgN0jikW9cN_other_looped_segment.wav,spotify-track-6l33R51Ta8SZgN0jikW9cN,Ebm,124.0
spotify-track-7240AIjDHvQmt5om9tUHuL_drums_looped_segment.wav,spotify-track-7240AIjDHvQmt5om9tUHuL,D,122.0
spotify-track-1bHXMMvo7XJBLr1MD2Ac2m_bass_looped_segment.wav,spotify-track-1bHXMMvo7XJBLr1MD2Ac2m,Ebm,121.99
