TrackID,Name,Artist,Album,Genre,Location,AverageBpm,Key
152203609,Part Of Me,Spada,Anjunabeats Volume 15,Dance,file://localhost/Users/xaviergonzalez/Library/Mobile%20Documents/com~apple~CloudDocs/Desktop/Contents/0108%20Spada%20-%20Part%20Of%20Me.flac,124.3,Bm
61604231,By Your Side,gardenstate,Anjunabeats Volume 15,Dance,file://localhost/Users/xaviergonzalez/Library/Mobile%20Documents/com~apple~CloudDocs/Desktop/Contents/0106%20gardenstate%20-%20By%20Your%20Side.flac,123.87,Bbm
222728113,Falling Forward (Qrion's Ambient Intro Mix),Gabriel & Dresden feat. Sub Teal,Anjunabeats Volume 15,Dance,file://localhost/Users/xaviergonzalez/Library/Mobile%20Documents/com~apple~CloudDocs/Desktop/Contents/0101%20Gabriel%20%26%20Dresden%20feat.%20Sub%20Teal%20-%20Fal.flac,122.03,Em
106878710,klf,,,,file://localhost/Users/xaviergonzalez/Library/Mobile%20Documents/com~apple~CloudDocs/Desktop/AI%20experiments/DJI%20Tony/DJ/klf.mp3,111.46,Cm
58244260,7547633_Push The Feeling On_(Mk Dub Revisited),,,,file://localhost/Users/xaviergonzalez/Desktop/7547633_Push%20The%20Feeling%20On_(Mk%20Dub%20Revisited).wav,123.02,F#m
159222400,16607562_Lonely Heart_(Original Mix),,,,file://localhost/Users/xaviergonzalez/Desktop/16607562_Lonely%20Heart_(Original%20Mix).wav,124.0,Abm
235596564,Anjunabeats The Yearbook 2021-01-037-gardenstate & GVN-Take Me There (Extended Mix),,,,file://localhost/Users/xaviergonzalez/Desktop/Various%20Artists%20-%20Anjunabeats%20The%20Yearbook%202021%20-%20/Anjunabeats%20The%20Yearbook%202021-01-037-gardenstate%20%26%20GVN-Take%20Me%20There%20(Extended%20Mix).wav,130.0,Bm
5662804,Anjunabeats The Yearbook 2021-01-064-7 Skies-ZAO (Extended Mix),,,,file://localhost/Users/xaviergonzalez/Desktop/Various%20Artists%20-%20Anjunabeats%20The%20Yearbook%202021%20-%20/Anjunabeats%20The%20Yearbook%202021-01-064-7%20Skies-ZAO%20(Extended%20Mix).wav,128.0,Am
264105751,Anjunabeats The Yearbook 2021-01-042-Super8 & Tab feat Julie Thompson-My Enemy (gardenstate Extended Mix),,,,file://localhost/Users/xaviergonzalez/Desktop/Various%20Artists%20-%20Anjunabeats%20The%20Yearbook%202021%20-%20/Anjunabeats%20The%20Yearbook%202021-01-042-Super8%20%26%20Tab%20feat%20Julie%20Thompson-My%20Enemy%20(gardenstate%20Extended%20Mix).wav,130.0,F#m
26495887,Anjunabeats The Yearbook 2021-01-030-OLAN & Nourey-In Motion (Club Mix (Mixed)),,,,file://localhost/Users/xaviergonzalez/Desktop/Various%20Artists%20-%20Anjunabeats%20The%20Yearbook%202021%20-%20/Anjunabeats%20The%20Yearbook%202021-01-030-OLAN%20%26%20Nourey-In%20Motion%20(Club%20Mix%20(Mixed)).wav,128.07,Em
141242573,Anjunabeats The Yearbook 2021-01-008-ilan Bluestone feat Ellen Smith-Stranger To Your Love (Mixed),,,,file://localhost/Users/xaviergonzalez/Desktop/Various%20Artists%20-%20Anjunabeats%20The%20Yearbook%202021%20-%20/Anjunabeats%20The%20Yearbook%202021-01-008-ilan%20Bluestone%20feat%20Ellen%20Smith-Stranger%20To%20Your%20Love%20(Mixed).wav,124.15,Dbm
149309087,Anjunabeats The Yearbook 2021-01-027-Grum-Sparkles (Mixed),,,,file://localhost/Users/xaviergonzalez/Desktop/Various%20Artists%20-%20Anjunabeats%20The%20Yearbook%202021%20-%20/Anjunabeats%20The%20Yearbook%202021-01-027-Grum-Sparkles%20(Mixed).wav,127.0,C
203351546,Anjunabeats The Yearbook 2021-01-025-gardenstate-By Your Side (Mixed),,,,file://localhost/Users/xaviergonzalez/Desktop/Various%20Artists%20-%20Anjunabeats%20The%20Yearbook%202021%20-%20/Anjunabeats%20The%20Yearbook%202021-01-025-gardenstate-By%20Your%20Side%20(Mixed).wav,126.1,Em
78613905,Anjunabeats The Yearbook 2021-01-055-Fehrplay-Kiki (Extended Mix),,,,file://localhost/Users/xaviergonzalez/Desktop/Various%20Artists%20-%20Anjunabeats%20The%20Yearbook%202021%20-%20/Anjunabeats%20The%20Yearbook%202021-01-055-Fehrplay-Kiki%20(Extended%20Mix).wav,124.0,Am
116462046,Anjunabeats The Yearbook 2021-01-029-7 Skies-ZAO (Mixed),,,,file://localhost/Users/xaviergonzalez/Desktop/Various%20Artists%20-%20Anjunabeats%20The%20Yearbook%202021%20-%20/Anjunabeats%20The%20Yearbook%202021-01-029-7%20Skies-ZAO%20(Mixed).wav,128.0,Am
264401666,Anjunabeats The Yearbook 2021-01-014-GVN-Ethereal (Mixed),,,,file://localhost/Users/xaviergonzalez/Desktop/Various%20Artists%20-%20Anjunabeats%20The%20Yearbook%202021%20-%20/Anjunabeats%20The%20Yearbook%202021-01-014-GVN-Ethereal%20(Mixed).wav,128.0,Fm
169916605,Anjunabeats The Yearbook 2021-01-015-Maor Levi-Am I Dreaming (Mixed),,,,file://localhost/Users/xaviergonzalez/Desktop/Various%20Artists%20-%20Anjunabeats%20The%20Yearbook%202021%20-%20/Anjunabeats%20The%20Yearbook%202021-01-015-Maor%20Levi-Am%20I%20Dreaming%20(Mixed).wav,128.1,Fm
15784544,Anjunabeats The Yearbook 2021-01-052-Pretty Pink feat Gracie Thunder-Echo (Extended Mix),,,,file://localhost/Users/xaviergonzalez/Desktop/Various%20Artists%20-%20Anjunabeats%20The%20Yearbook%202021%20-%20/Anjunabeats%20The%20Yearbook%202021-01-052-Pretty%20Pink%20feat%20Gracie%20Thunder-Echo%20(Extended%20Mix).wav,125.0,Gm
205515666,Anjunabeats The Yearbook 2021-01-031-gardenstate & GVN-Take Me There (Mixed),,,,file://localhost/Users/xaviergonzalez/Desktop/Various%20Artists%20-%20Anjunabeats%20The%20Yearbook%202021%20-%20/Anjunabeats%20The%20Yearbook%202021-01-031-gardenstate%20%26%20GVN-Take%20Me%20There%20(Mixed).wav,130.0,Bm
131632733,Anjunabeats The Yearbook 2021-01-032-ilan Bluestone feat EL Waves-Tonight (Mixed),,,,file://localhost/Users/xaviergonzalez/Desktop/Various%20Artists%20-%20Anjunabeats%20The%20Yearbook%202021%20-%20/Anjunabeats%20The%20Yearbook%202021-01-032-ilan%20Bluestone%20feat%20EL%20Waves-Tonight%20(Mixed).wav,130.0,Em
112156202,Anjunabeats The Yearbook 2021-01-020-Pretty Pink feat Gracie Thunder-Echo (Mixed),,,,file://localhost/Users/xaviergonzalez/Desktop/Various%20Artists%20-%20Anjunabeats%20The%20Yearbook%202021%20-%20/Anjunabeats%20The%20Yearbook%202021-01-020-Pretty%20Pink%20feat%20Gracie%20Thunder-Echo%20(Mixed).wav,125.0,Gm
154381703,Anjunabeats The Yearbook 2021-01-022-Fehrplay-Kiki (Mixed),,,,file://localhost/Users/xaviergonzalez/Desktop/Various%20Artists%20-%20Anjunabeats%20The%20Yearbook%202021%20-%20/Anjunabeats%20The%20Yearbook%202021-01-022-Fehrplay-Kiki%20(Mixed).wav,124.0,Am
60140624,Anjunabeats The Yearbook 2021-01-017-Sunny Lax-VIBE (Mixed),,,,file://localhost/Users/xaviergonzalez/Desktop/Various%20Artists%20-%20Anjunabeats%20The%20Yearbook%202021%20-%20/Anjunabeats%20The%20Yearbook%202021-01-017-Sunny%20Lax-VIBE%20(Mixed).wav,132.0,Gm
33390250,Anjunabeats The Yearbook 2021-01-060-OLAN & Nourey-In Motion (Extended Mix),,,,file://localhost/Users/xaviergonzalez/Desktop/Various%20Artists%20-%20Anjunabeats%20The%20Yearbook%202021%20-%20/Anjunabeats%20The%20Yearbook%202021-01-060-OLAN%20%26%20Nourey-In%20Motion%20(Extended%20Mix).wav,123.0,Em
49768295,Anjunabeats The Yearbook 2021-01-026-Alex Sonata & TheRio-Higher (Mixed),,,,file://localhost/Users/xaviergonzalez/Desktop/Various%20Artists%20-%20Anjunabeats%20The%20Yearbook%202021%20-%20/Anjunabeats%20The%20Yearbook%202021-01-026-Alex%20Sonata%20%26%20TheRio-Higher%20(Mixed).wav,128.0,Am
103671126,Anjunabeats The Yearbook 2021-01-016-Trance Wax-Northern Sky (Dusky Remix (Mixed)),,,,file://localhost/Users/xaviergonzalez/Desktop/Various%20Artists%20-%20Anjunabeats%20The%20Yearbook%202021%20-%20/Anjunabeats%20The%20Yearbook%202021-01-016-Trance%20Wax-Northern%20Sky%20(Dusky%20Remix%20(Mixed)).wav,130.21,Fm
147714504,Anjunabeats The Yearbook 2021-01-003-Above & Beyond vs Andy Moor-Air For Life (Dosem Remix (Mixed)),,,,file://localhost/Users/xaviergonzalez/Desktop/Various%20Artists%20-%20Anjunabeats%20The%20Yearbook%202021%20-%20/Anjunabeats%20The%20Yearbook%202021-01-003-Above%20%26%20Beyond%20vs%20Andy%20Moor-Air%20For%20Life%20(Dosem%20Remix%20(Mixed)).wav,123.89,Abm
242938720,Anjunabeats The Yearbook 2021-01-057-Matt Lange-Rift (Alex ORion Extended Mix),,,,file://localhost/Users/xaviergonzalez/Desktop/Various%20Artists%20-%20Anjunabeats%20The%20Yearbook%202021%20-%20/Anjunabeats%20The%20Yearbook%202021-01-057-Matt%20Lange-Rift%20(Alex%20ORion%20Extended%20Mix).wav,120.0,Dbm
75389198,Anjunabeats The Yearbook 2021-01-033-ilan Bluestone feat Giuseppe de Luca-Look At Me Now (Mixed),,,,file://localhost/Users/xaviergonzalez/Desktop/Various%20Artists%20-%20Anjunabeats%20The%20Yearbook%202021%20-%20/Anjunabeats%20The%20Yearbook%202021-01-033-ilan%20Bluestone%20feat%20Giuseppe%20de%20Luca-Look%20At%20Me%20Now%20(Mixed).wav,130.0,D
